Código de la transacción,Estatus de la transacción,Fecha de la transacción,Confirmación del pago,Productor(a),Código del producto,Producto,Código del precio,Nombre de este precio,Tasa de conversión (moneda de compra),Moneda de compra,Valor de compra con impuestos,Impuestos locales de compra + Tarifa de pago en cuotas,Valor de compra sin impuestos,Tasa de conversión (moneda en la que recibes los valores),Moneda en la que recibirás los valores,Facturación bruta (sin impuestos),Facturación bruta,Tipo de venta,Faturación neta del Productor(a),Comisión del Afiliado(a),Facturación del(de la) Coproductor(a),Moneda de las tarifas,Tarifa de procesamiento,Tasa de streaming,Otras tarifas,Nombre del Afiliado(a),Canal usado para la venta,Código SRC,Código SCK,Método de pago,Tipo de cobro,Cantidad total de cuotas,Cantidad de cobros,Fecha de vencimiento (vouchers),Código del cupón,Período de prueba (trial),Cantidad de ítems,Comprador(a),Email del Comprador(a),País,Teléfono,Documento,Código postal,Ciudad,C. Autónoma/Dpto./Estado/Prov.,Dirección,Barrio,Número,Apto./piso/casa,Instagram
TRX000205,Cancelada,2024-10-29,No,Charles Fuentes,PROD357,Allow,PRC4163,Prevent,0.8136,USD,16.72,1.54,15.18,1.0478,USD,19.292487666137422,18.079039099806756,Online,9.927357360727543,6.8549955223457655,3.51516419793787,USD,4.72,0.66,1.67,,Web,SRC-0814,SCK-4152,Tarjeta de crédito,Único,10,3,2023-11-28,CUP-2173,21,5,Yolanda Mora,jmcfarland@example.com,Slovenia,218.715.3523x736,07918158-9,75878,Shermanborough,Maine,73466 Bennett Overpass Apt. 715,Lynch Inlet,3028,,@xgay
TRX000206,Pendiente,2021-11-13,No,Amy Guerra,PROD265,Cup,PRC2212,Your,0.9109,USD,296.23,57.42,238.81,0.825,USD,248.03695390844697,309.0056101568705,Presencial,236.04616437842256,4.2698339888618495,9.03391492870295,USD,2.0,0.06,1.91,Steven Adkins,Redes sociales,SRC-9825,SCK-0800,Tarjeta de crédito,Recurrente,4,10,2025-10-25,CUP-6358,5,4,Roger Russo,williammaldonado@example.org,United States Minor Outlying Islands,517.223.5137,06314035-2,51608,West Samantha,Montana,29394 Becker Station,Harris Wells,1777,Apto. 10,@robert06
TRX000207,Pendiente,2024-07-18,Sí,Ryan Lopez,PROD609,Start,PRC3438,Method,1.0611,USD,402.29,77.05,325.24,0.8003,USD,326.2728711595283,416.5980063550169,Online,324.5108049662104,5.713445598449196,2.5059635026184592,USD,3.49,0.27,1.4,,Web,SRC-4906,SCK-0723,Efectivo,Recurrente,7,7,2020-11-18,CUP-1127,17,2,Joshua Jackson,stephanie64@example.net,France,294-911-6318x7328,71130621-1,32187,Gilbertmouth,West Virginia,9083 Jenny Cape,Stacy Junctions,55,Apto. 25,@sandra57
TRX000208,Pendiente,2021-06-08,No,Jeanne Hernandez,PROD182,Film,PRC8530,Mouth,1.1042,USD,340.03000000000003,67.73,272.3,0.916,USD,275.328280764864,346.6987942567223,Online,271.7480532681739,9.970157962949862,6.470744095047337,USD,1.29,0.04,0.77,Clinton Lee,Redes sociales,SRC-7071,SCK-3984,Tarjeta de crédito,Recurrente,8,2,2024-02-07,CUP-2850,14,2,Austin Holmes,montgomerygeoffrey@example.com,Heard Island and McDonald Islands,8213306090,30981079-6,37524,Colebury,Utah,457 Calhoun Drives Suite 853,Justin Street,2293,,@sylviaprice
TRX000209,Pendiente,2021-09-19,Sí,Patrick Reynolds,PROD137,First,PRC6558,Charge,0.8224,USD,565.88,67.65,498.23,1.1151,USD,506.1573917183691,573.6553506694723,Online,491.7959236231647,4.996841515149178,9.649538459945491,USD,2.32,0.21,1.31,,App,SRC-0768,SCK-3625,Transferencia,Único,1,12,2021-09-02,CUP-6667,15,1,Jill Price,matthew62@example.net,Marshall Islands,833.739.3957,43627187-4,82236,Williamsborough,Michigan,686 Sherry Burg,Paul Shores,7721,,@joshuareese
TRX000210,Cancelada,2023-04-01,Sí,James Casey,PROD937,Decade,PRC2742,City,0.8457,USD,361.41,33.5,327.91,1.038,USD,336.95662350619864,374.0632290950355,Marketplace,319.7026077698397,0.9729224038261608,6.112258894047839,USD,1.49,0.8,0.85,,Redes sociales,SRC-6573,SCK-2759,PayPal,Único,11,10,2025-11-10,CUP-9801,4,3,Angelica Smith,riverachristopher@example.com,Cook Islands,001-623-641-5959x7752,18222618-9,54198,New Andrea,New Mexico,312 Davis Canyon Apt. 676,Jackson Brooks,3494,,
TRX000211,Cancelada,2023-05-12,Sí,Heidi Alexander DDS,PROD236,Line,PRC2637,Wall,1.1164,USD,195.0,20.6,174.4,1.0529,USD,178.5515432423391,197.82473605238647,Presencial,167.4370421432013,5.534077299014189,4.386612120542273,USD,4.0,0.02,0.97,John Powers,App,SRC-5515,SCK-1229,Tarjeta de crédito,Recurrente,7,12,2022-08-07,CUP-6213,22,2,Erica Dawson,gomeztonya@example.com,Andorra,+1-796-425-4384x807,03447650-4,98804,Hopkinsmouth,Oklahoma,90904 Gonzalez Mountains,Price Square,3378,Apto. 10,
TRX000212,Cancelada,2023-10-16,No,Gabriela Pratt,PROD456,Too,PRC7861,Step,0.8018,USD,262.91,51.01,211.9,0.8943,USD,212.2762121197784,275.12075977260974,Online,210.0999953301848,4.998876349035636,9.502980641128211,USD,4.94,0.98,1.24,,App,SRC-6652,SCK-5483,Efectivo,Único,5,1,2023-02-24,CUP-4171,3,2,Susan Hensley,johnsondavid@example.org,Ecuador,225-212-9311,59129751-9,16488,Lake Dominicland,Idaho,106 Jason Stravenue,Paul Road,7773,,@thomasgonzalez
TRX000213,Pendiente,2025-05-14,Sí,Charlotte Roberts,PROD206,Require,PRC1859,Person,1.1699,USD,512.07,49.96,462.11,0.8704,USD,464.2058975281322,519.3538613815703,Online,459.59618220282385,6.168193504598265,8.900795933485629,USD,2.68,0.12,1.79,,Tienda física,SRC-0728,SCK-0123,Efectivo,Único,12,11,2022-03-16,CUP-8931,7,1,Angela Lopez,katelyn32@example.com,North Macedonia,001-749-568-4364,80442101-7,45619,New Katelynchester,Colorado,15959 Ashley Stream Suite 757,Porter Track,5344,,@vedwards
TRX000214,Completada,2021-05-20,No,Amanda Gomez,PROD282,Make,PRC7346,Up,0.9494,USD,239.75,27.58,212.17,0.9831,USD,212.90529716364966,257.5773029954229,Online,206.31907742407859,0.5433935590452577,4.3586506057486885,USD,3.34,0.98,0.4,Thomas Mathis,Web,SRC-6777,SCK-2266,PayPal,Único,2,8,2025-10-27,CUP-2562,13,2,Adrian Moody,edwardshah@example.org,Bhutan,8674245307,48433797-6,57531,South Tanya,Arkansas,15794 Joe Park Apt. 670,Welch Junction,5630,Apto. 15,
TRX000215,Cancelada,2023-08-01,No,Jessica Martinez,PROD982,Carry,PRC4546,Next,1.0366,USD,474.55,77.67,396.88,1.1348,USD,398.5793548406751,486.7805618085829,Presencial,387.178641580883,8.550040217466822,0.864743323005448,USD,0.57,0.43,1.75,Nathaniel Roman,Redes sociales,SRC-2597,SCK-1075,Transferencia,Único,10,1,2023-02-07,CUP-3535,1,1,Stephanie Alvarez,angela95@example.net,Congo,(959)239-9337,58162951-8,64849,Morrisonview,California,3425 Thomas Fork Apt. 559,Hoffman Tunnel,7712,,@sue75
TRX000216,Cancelada,2023-06-15,No,Samantha Brewer,PROD323,Wind,PRC3174,Picture,0.9434,USD,248.22,45.0,203.22,0.8956,USD,204.19999203595827,262.1530701263683,Online,198.26714956577783,0.830915239340585,7.530786917539163,USD,0.57,0.67,0.32,Elizabeth Brown,Web,SRC-3884,SCK-3660,Efectivo,Recurrente,3,12,2022-06-29,CUP-3240,5,3,Mathew Fisher,steven27@example.net,Hong Kong,+1-529-975-1474,42925010-5,72928,Woodmouth,Washington,065 Thompson Ridge Apt. 459,Nicole Centers,7608,,
TRX000217,Cancelada,2024-01-17,Sí,Kathleen Mcintosh,PROD906,Challenge,PRC2326,Civil,1.0482,USD,55.09,10.45,44.64,0.9343,USD,44.967141754075136,61.74812276764517,Online,40.38097746961653,2.6978938056569524,9.460954935290012,USD,2.82,0.91,0.73,Christopher Reeves,Redes sociales,SRC-1555,SCK-1651,PayPal,Recurrente,10,1,2023-05-29,CUP-8086,11,2,Jennifer Moore,olsenshane@example.org,Serbia,533-408-0037x003,28556608-4,65018,Lake Jenniferchester,Oklahoma,39033 Smith Squares,Bonnie Land,9156,,
TRX000218,Cancelada,2022-12-23,Sí,Jennifer Hernandez,PROD871,Account,PRC4693,Whole,0.9282,USD,436.03000000000003,46.98,389.05,1.1592,USD,394.44633826267403,442.72859353283536,Marketplace,382.55961599659224,7.373800645705158,7.522771401712252,USD,3.56,0.28,0.13,Lisa Baker,Redes sociales,SRC-5862,SCK-3945,Tarjeta de crédito,Recurrente,12,9,2022-05-13,CUP-4614,26,5,Jeremy Faulkner,hharris@example.org,Iceland,933-294-3945,39438040-3,24214,Jamiefurt,Washington,6927 Hoffman Heights Apt. 191,Melissa River,4789,Apto. 29,
TRX000219,Completada,2020-09-06,No,Donald Smith,PROD178,Light,PRC2791,I,0.8659,USD,577.96,104.73,473.23,0.8448,USD,473.8862759122516,596.7775177400009,Online,464.310967867078,4.578741199322697,0.8017040335150427,USD,2.73,0.87,1.04,,Tienda física,SRC-9210,SCK-5336,Efectivo,Único,8,6,2024-09-23,CUP-5146,14,1,Elizabeth Johnson,turnerjose@example.org,British Indian Ocean Territory (Chagos Archipelago),+1-207-920-1137x9844,12316600-7,57188,Gutierreztown,Oregon,144 Harris Grove,Emily Well,4777,,@jimmywest
TRX000220,Pendiente,2020-06-10,No,Shelley Conley,PROD568,Learn,PRC5982,Operation,1.0269,USD,493.74,90.77,402.97,1.1593,USD,406.3287736943135,504.1324096591282,Presencial,397.18295394429623,6.557605016682388,7.868243629210174,USD,1.27,0.26,0.97,,Web,SRC-7304,SCK-5195,Transferencia,Recurrente,5,8,2022-12-12,CUP-7825,19,2,Jacqueline Arnold,malikfowler@example.com,China,001-865-775-4278,61942557-7,99290,North Matthew,South Dakota,582 Tiffany Turnpike,Makayla Locks,8771,,
TRX000221,Completada,2020-11-03,No,Brian Mason,PROD366,Analysis,PRC7056,Nature,0.8738,USD,507.17999999999995,85.91,421.27,1.025,USD,422.8048480016928,520.507119319805,Online,418.89094675623494,0.41151456488467963,3.166258377918986,USD,3.49,0.98,0.3,Aaron Michael,App,SRC-2357,SCK-1558,PayPal,Único,1,7,2025-10-24,CUP-8639,24,2,Jason Walton,perezdawn@example.org,Syrian Arab Republic,001-530-381-7214x364,30004132-1,09285,Shaunville,Nevada,609 Cooper Landing Apt. 469,Reid Ramp,7505,,@sheltontiffany
TRX000222,Cancelada,2022-12-06,Sí,David Wells,PROD918,Subject,PRC8243,Identify,0.9355,USD,463.46000000000004,91.6,371.86,0.8449,USD,378.9145135658649,470.08561292160215,Presencial,367.12089326322246,2.898271826625284,9.440095257324103,USD,4.55,0.14,1.1,Patricia Henderson,Redes sociales,SRC-9957,SCK-0607,Transferencia,Recurrente,6,2,2024-09-07,CUP-1748,1,5,David Rivas,gibsonkaitlyn@example.org,Netherlands,205.948.7396x1029,18274968-0,33688,Lake Zacharyburgh,New Hampshire,04956 Gloria Villages Apt. 377,Adam Trail,3198,,
TRX000223,Pendiente,2024-02-25,Sí,Cassandra Bennett,PROD602,Five,PRC6206,Cover,1.0413,USD,435.8,49.92,385.88,1.0046,USD,394.37451388757364,437.47179100787827,Online,379.10936611834484,9.576236984683344,9.758395069225692,USD,4.59,0.36,0.3,,Tienda física,SRC-3597,SCK-3711,Efectivo,Recurrente,1,5,2021-09-27,CUP-2990,11,3,Jacob Hale,ericksonrachael@example.com,North Macedonia,+1-316-370-4686,14576832-1,03661,North Ashley,Texas,8584 Jones Turnpike,Brandi Crescent,7301,,@halldylan
TRX000224,Cancelada,2021-02-05,No,Alexandra Brown,PROD242,Story,PRC2410,Actually,0.8575,USD,539.02,94.0,445.02,0.9213,USD,449.44504363422345,547.3321955102214,Marketplace,443.38209656255896,7.280006704506327,8.977236108767405,USD,4.94,0.07,1.92,,Web,SRC-1849,SCK-8042,Tarjeta de crédito,Recurrente,11,5,2022-08-12,CUP-3733,5,5,Karen Lewis,paulschultz@example.net,Togo,422-582-1781,65346060-5,52225,East Emilystad,Montana,327 Lucas Throughway Apt. 398,Crawford Club,7572,,@agreene
TRX000225,Cancelada,2020-10-06,No,Steven Thomas,PROD329,Put,PRC1439,Among,1.1165,USD,477.74,59.92,417.82,0.8616,USD,426.0479921938664,487.5517123607148,Presencial,414.80007100562864,5.852082543366728,4.941004854387123,USD,4.8,0.83,0.95,,Tienda física,SRC-5464,SCK-7548,Efectivo,Único,8,12,2024-05-12,CUP-4787,7,1,Seth Barker,taylordavis@example.com,Guam,+1-589-714-4449,53935435-8,89118,Ramirezchester,Texas,243 Marquez Plaza,Harris Mountain,1956,Apto. 49,@davidsharp
TRX000226,Cancelada,2021-11-20,Sí,Kyle Schultz,PROD482,Green,PRC9397,Cover,1.0932,USD,577.8,92.19,485.61,0.807,USD,490.41485905450395,585.0351902099052,Presencial,481.2493148848157,2.579115377962294,6.859128361645394,USD,1.23,0.06,0.64,,App,SRC-7536,SCK-7497,PayPal,Único,1,5,2023-08-16,CUP-2491,13,3,Vincent Li,msmith@example.com,Vanuatu,378.994.8963x4067,66512215-0,05879,West Danielside,Louisiana,63090 Daniel Road,Mitchell Garden,799,Apto. 19,
TRX000227,Pendiente,2021-08-01,No,Laura Adams,PROD377,Old,PRC6939,Health,0.8383,USD,551.82,83.02,468.8,1.032,USD,470.6324749741472,567.148848753576,Online,467.8549134762017,7.526285064752095,5.437123352483425,USD,0.56,0.52,0.75,Brittany Spencer,Tienda física,SRC-5326,SCK-3890,Transferencia,Único,4,3,2025-11-27,CUP-1994,7,2,Belinda Sanchez,dwalker@example.net,Chad,(834)910-3469,33116772-6,81117,Johnsonview,Indiana,8550 Romero Loaf Suite 935,Jade Rapid,9154,,@zjackson
TRX000228,Pendiente,2021-06-20,No,Jared Wright,PROD276,Fill,PRC5991,Way,0.8115,USD,512.77,53.91,458.86,1.1258,USD,459.0337939923643,515.3946431355789,Online,455.3779008758386,6.910507035446805,1.3901398194610104,USD,1.08,0.69,1.38,Kyle Harrison,App,SRC-0931,SCK-7069,Transferencia,Único,7,12,2022-04-25,CUP-6076,2,1,Susan Davis,michael45@example.com,Lesotho,(823)798-9830,03121980-4,10889,Shawnport,Georgia,2364 Abigail Fort Apt. 909,Keith Mountains,7935,Apto. 49,@pjacobson
TRX000229,Cancelada,2020-07-08,Sí,Lindsey Jones,PROD872,Spring,PRC2581,Blood,1.1129,USD,76.59,13.76,62.83,1.168,USD,63.422652370712335,86.85958385008219,Online,61.64077782001128,2.530124712234847,0.6624736116562635,USD,3.14,0.2,1.34,Richard Ferguson,App,SRC-7852,SCK-2823,PayPal,Recurrente,6,3,2025-01-25,CUP-5248,24,5,Kathryn Jacobson,dtaylor@example.com,Cape Verde,(439)359-4737,32901620-4,60895,Byrdfurt,Oklahoma,785 Walton Pine Suite 287,Linda Ford,3963,,@greenemichael
TRX000230,Cancelada,2021-12-03,Sí,Jennifer Bennett,PROD319,Hour,PRC9260,Agent,1.1405,USD,323.23,29.94,293.29,0.9899,USD,295.20547520192446,327.56996151623304,Marketplace,290.47143208535215,9.016602915079732,5.371264890158841,USD,3.15,0.44,1.92,Craig Smith,Tienda física,SRC-6279,SCK-2463,Efectivo,Recurrente,4,9,2021-06-18,CUP-3747,13,1,Micheal Watson,stevenperry@example.org,Ecuador,(314)650-5766,58870715-5,25860,Sandraburgh,Alabama,84008 Crystal Landing,Shane Isle,5150,Apto. 8,@ureed
TRX000231,Pendiente,2021-11-08,No,Jose Martinez,PROD714,Left,PRC6111,Son,1.0748,USD,93.02,16.42,76.6,1.1364,USD,82.17132122830573,107.1146183038162,Online,76.19391436858118,3.2811540733063813,1.1572260696277847,USD,2.99,0.29,1.71,Dr. Andrew Maxwell,Web,SRC-9812,SCK-6574,Efectivo,Recurrente,3,1,2022-02-05,CUP-3196,15,1,Daniel Williams,mckayjames@example.net,Congo,(526)989-4301x20471,27117595-7,34328,Crystalmouth,North Dakota,984 Jeremy Brooks,Webb Isle,6495,,@victor60
TRX000232,Completada,2025-03-10,No,Scott Rodriguez,PROD305,Choose,PRC7623,One,0.8491,USD,245.02,41.56,203.46,1.1352,USD,210.87432159582454,264.57141709770593,Marketplace,194.53572369442483,1.6872321117453581,3.6370999347573143,USD,2.75,0.76,1.53,,Redes sociales,SRC-3337,SCK-2188,PayPal,Recurrente,11,10,2022-10-25,CUP-6695,15,5,David Dean,hamptonsara@example.org,Jordan,(862)567-0551x4377,66343925-2,78879,Brittneyland,Connecticut,02867 Sarah Underpass,Victoria Alley,4570,Apto. 10,@ithompson
TRX000233,Cancelada,2021-11-20,Sí,Meghan Hull,PROD283,Scene,PRC7269,Heavy,1.0418,USD,156.03,23.19,132.84,0.9308,USD,134.18608380717959,168.59742059326217,Presencial,131.84396609769774,0.5285242073470697,0.6822867317598236,USD,3.3,0.1,0.15,,Redes sociales,SRC-9102,SCK-4510,Efectivo,Único,5,11,2026-02-09,CUP-1090,15,5,Cheryl Jackson,fholloway@example.org,Ethiopia,001-949-681-9421,28179340-6,44889,Lake Thomas,New Hampshire,446 Roman Freeway Suite 533,Hernandez Drives,4288,Apto. 35,
TRX000234,Pendiente,2020-08-13,No,Shaun Hernandez,PROD570,List,PRC1589,Card,0.8131,USD,303.07,28.21,274.86,1.0227,USD,284.7671156554227,318.3492981314061,Presencial,266.05874329008617,1.1913410860024298,4.501155191254556,USD,4.48,0.16,0.86,Benjamin Townsend,Redes sociales,SRC-5937,SCK-6618,Efectivo,Único,10,11,2024-10-07,CUP-4370,21,5,James Reed,johnsonmelissa@example.com,Iceland,(777)465-7256,02461752-0,18895,New Cassandra,Louisiana,260 Crystal Station,Mcbride Landing,8838,Apto. 37,@aaron78
TRX000235,Pendiente,2021-06-10,No,Michael Hodge,PROD162,Six,PRC1461,Mouth,1.0362,USD,504.07,75.44,428.63,0.8513,USD,433.57691130452196,511.8976963924454,Presencial,418.92129241572337,6.1693967637783125,3.527637702708748,USD,2.07,0.74,0.05,,Tienda física,SRC-4868,SCK-9993,Efectivo,Único,7,6,2023-02-08,CUP-0798,13,3,Zachary Bryant,marvin69@example.net,Somalia,576-979-9359,44039464-0,70066,North Jeffrey,New Hampshire,0601 Nichols Plains,Smith Ways,925,,@kayla07
TRX000236,Pendiente,2025-05-16,Sí,Matthew Roberts,PROD571,Business,PRC7921,Top,1.0272,USD,389.43,61.87,327.56,1.1606,USD,328.215002360712,407.6377803742873,Presencial,324.5108754376716,3.375942570699695,0.19711990195637963,USD,0.59,0.47,0.04,William Castro,Redes sociales,SRC-5283,SCK-0615,PayPal,Único,8,2,2024-08-19,CUP-7012,21,2,Monique Jackson,emily62@example.com,Costa Rica,001-525-314-4881x1210,42175188-7,67449,South Elizabethview,Colorado,52638 Swanson River Apt. 122,Martin Via,5505,Apto. 32,@timothymiddleton
TRX000237,Completada,2023-08-03,No,Scott Sparks,PROD371,Lay,PRC1778,Body,0.9189,USD,195.24,38.47,156.77,1.0294,USD,163.12444200391576,199.27517253651496,Online,147.0289273611345,0.753211814193463,8.503342981326135,USD,3.31,0.96,1.44,,Tienda física,SRC-8632,SCK-3979,PayPal,Único,10,9,2024-11-01,CUP-1378,13,2,Jasmine Day,racheljohnson@example.org,Afghanistan,001-350-455-6057,19881927-7,73060,Davidton,South Dakota,48640 Brian Hills Apt. 462,Morgan Loop,5691,Apto. 5,
TRX000238,Cancelada,2025-05-02,Sí,Helen Jimenez,PROD119,Single,PRC9457,First,1.1451,USD,188.28,31.32,156.96,1.0307,USD,161.10314250665166,194.54705932618336,Online,154.44735207133266,5.153692323955044,6.7156024846019005,USD,3.47,0.82,1.88,Alexander Mitchell,Redes sociales,SRC-2128,SCK-9915,Tarjeta de crédito,Único,6,8,2021-03-16,CUP-4551,7,2,Daniel Mcbride,brandoncollins@example.net,Saudi Arabia,+1-818-298-4841,46154021-1,77611,North Patriciaton,New Mexico,8142 Christopher Extension Apt. 910,Robinson Station,4920,Apto. 28,@garybernard
TRX000239,Cancelada,2024-09-30,Sí,Wanda Smith,PROD515,Necessary,PRC4907,Type,0.8454,USD,462.52,45.71,416.81,0.8768,USD,420.9343837972682,466.5911608299564,Online,408.57289295501675,6.460426536245965,2.564466348801173,USD,4.09,0.31,0.97,,Redes sociales,SRC-4937,SCK-8306,Tarjeta de crédito,Único,3,5,2021-09-05,CUP-6384,0,3,Jared Garza,joseph91@example.net,Italy,397-501-6934x292,20330162-3,36748,New Aaronborough,Virginia,061 Clark Divide,Jennifer Turnpike,4552,,
TRX000240,Completada,2021-01-17,No,William Gray,PROD472,Natural,PRC2479,Response,0.9588,USD,37.08,6.39,30.69,1.1359,USD,31.243272728590966,52.72467490016054,Online,21.72494524330426,3.1390477420091436,2.9797917505481673,USD,1.56,0.57,1.0,Matthew Hodge,Tienda física,SRC-2365,SCK-3377,Efectivo,Único,4,10,2025-05-07,CUP-6040,24,3,Christopher Harrington,goodmanalice@example.org,Isle of Man,342-944-2607,54373476-4,21532,Walkerberg,Alaska,763 Daniel Stravenue,Boyd Spurs,5396,Apto. 38,
TRX000241,Cancelada,2020-12-04,Sí,Kelli Collins,PROD602,International,PRC9740,Again,0.9499,USD,464.55,90.01,374.54,1.1795,USD,375.6081401323642,468.91016770366997,Presencial,372.39891361758686,2.745473343094841,4.083755556814813,USD,2.96,0.47,0.49,Tyler Rodriguez,App,SRC-4438,SCK-9982,PayPal,Recurrente,12,6,2024-01-01,CUP-8020,0,5,Michael Spencer,aaron32@example.org,Saint Martin,964-549-3699x9516,35055738-5,65139,South Susan,Alaska,92360 Stuart Place,Curtis Plaza,571,,
TRX000242,Completada,2022-08-21,Sí,Oscar Robinson,PROD978,Bill,PRC8248,Although,0.9554,USD,450.41999999999996,53.91,396.51,1.1639,USD,399.6026850169114,461.4745580662325,Presencial,386.9251638820308,3.628550984200618,8.12250298896792,USD,4.67,0.92,0.6,,App,SRC-4096,SCK-1497,PayPal,Único,3,8,2025-10-12,CUP-1539,10,4,Robert Moody,bradleybarker@example.net,Chad,+1-807-736-5118x93940,57820190-4,25738,Port Eric,West Virginia,233 David Mount,Dorothy Fork,556,,
TRX000243,Completada,2023-07-11,No,Nicholas Ramsey,PROD618,Hit,PRC2087,Product,0.9407,USD,551.1999999999999,80.36,470.84,1.0408,USD,479.25163466369526,559.4592263708258,Marketplace,463.6661398209358,8.767612272392673,8.202413104504016,USD,3.82,0.45,0.05,Paige Davenport,App,SRC-6212,SCK-7602,Efectivo,Único,1,7,2022-08-02,CUP-8261,20,3,Christopher Jones,orodriguez@example.net,Suriname,(448)588-9957,76297454-9,28569,East Richardfurt,Wyoming,91203 Ann Locks Apt. 082,Lauren Garden,5141,,@romerocatherine
TRX000244,Pendiente,2024-11-07,No,Juan Morgan,PROD589,Note,PRC3187,Better,0.9043,USD,159.7,27.39,132.31,1.075,USD,138.80180566990097,175.05214719632585,Presencial,131.00907045014497,5.940161249470217,4.103162049699,USD,4.1,0.2,0.83,Gary Taylor,Redes sociales,SRC-2067,SCK-3231,Transferencia,Único,1,9,2023-12-06,CUP-9716,19,2,Kimberly Rojas,steven45@example.org,Antigua and Barbuda,001-900-700-1529x11371,09025561-8,85122,Karenview,Hawaii,299 Mitchell Pike,Edward Views,1458,,@walter05
TRX000245,Cancelada,2022-04-30,Sí,Jeffrey Johnson,PROD114,Place,PRC9615,Appear,0.9741,USD,473.33,45.93,427.4,1.168,USD,433.40392730982285,485.69008099152194,Presencial,425.9074879907771,9.580328640931855,1.7012288382085783,USD,4.22,0.49,0.45,Dean Sanchez,Tienda física,SRC-5515,SCK-8482,PayPal,Recurrente,7,3,2023-01-23,CUP-9136,27,2,Derrick Perez,mike05@example.com,Swaziland,(596)508-0706,69987950-9,83894,East Caleb,Louisiana,64818 Jose Street,Hayden Row,9832,Apto. 14,
TRX000246,Completada,2021-04-26,No,Kathleen Galvan,PROD696,Name,PRC8506,Daughter,0.8343,USD,115.85000000000001,13.06,102.79,0.9876,USD,103.07773116247304,131.69927069335324,Presencial,93.02871837095921,2.3548562539875686,4.509766914496439,USD,4.88,0.4,0.42,Phillip Rice,Redes sociales,SRC-1643,SCK-2126,PayPal,Único,2,9,2023-08-11,CUP-4289,1,3,Mary Parker,eric36@example.net,Bulgaria,(886)431-4417x064,55402635-5,71734,West James,Washington,176 Jenkins Harbors,Palmer Via,3848,Apto. 31,
TRX000247,Pendiente,2023-01-30,No,Alison Perez,PROD787,Boy,PRC7076,Home,0.8529,USD,585.52,115.25,470.27,1.1569,USD,477.7524184037635,597.4846413191506,Online,469.81488128383745,2.5365688282655174,6.196578769455677,USD,3.11,0.26,1.01,,Redes sociales,SRC-3888,SCK-2452,Transferencia,Único,6,12,2023-07-03,CUP-0504,13,2,Amy Farrell,jamesrobinson@example.com,Congo,949.351.6321x11978,80933913-7,28915,South Dawn,Iowa,0119 Chang Islands,Davis Parkway,4267,Apto. 8,@umaxwell
TRX000248,Cancelada,2024-09-30,No,Alexandra Lopez,PROD629,Tend,PRC6128,Agreement,0.9743,USD,89.42999999999999,16.77,72.66,0.866,USD,80.13823367719294,106.12608075633653,Marketplace,63.39762957527592,2.829255081921269,8.769363855065135,USD,4.98,0.76,0.3,,Redes sociales,SRC-0915,SCK-6182,Tarjeta de crédito,Único,3,1,2024-12-09,CUP-8036,5,1,Mark Jimenez,mackenzie91@example.net,United States of America,(309)636-5952x01491,18433687-5,03958,Port Wendy,Illinois,239 Charles Mission,Rogers Manor,7705,,
TRX000249,Pendiente,2020-10-25,Sí,Andrew Reese,PROD966,Side,PRC3425,Financial,0.8495,USD,279.65,55.8,223.85,0.8374,USD,224.25791708540316,298.19412682278613,Presencial,220.28479883754113,7.09029142266918,4.8519951446175345,USD,1.31,0.17,1.02,Joshua Shepard,App,SRC-0505,SCK-3766,Tarjeta de crédito,Único,7,2,2022-12-15,CUP-0811,24,4,Jessica Bradford,acevedonancy@example.org,Mali,956.369.1062,53123455-0,56834,South Ashley,New York,8293 Roberts Canyon Apt. 348,Laura Mission,1546,,@matthewyoung
TRX000250,Pendiente,2024-09-28,No,Nancy Rice,PROD564,Involve,PRC5412,Any,1.0377,USD,548.9200000000001,58.07,490.85,0.8023,USD,500.14148442679794,556.3911661920456,Online,489.7893007876741,3.2353833432328303,0.28874502189928486,USD,3.45,0.95,0.65,,App,SRC-3359,SCK-1015,Transferencia,Único,11,5,2023-02-22,CUP-0908,25,1,Justin Zimmerman,justin20@example.net,Korea,992-369-9969x964,84285969-3,19759,Annetteport,Alaska,932 Daniel Villages Apt. 426,Elliott Centers,1159,Apto. 36,@bdean
