Código de la transacción,Estatus de la transacción,Fecha de la transacción,Confirmación del pago,Productor(a),Código del producto,Producto,Código del precio,Nombre de este precio,Tasa de conversión (moneda de compra),Moneda de compra,Valor de compra con impuestos,Impuestos locales de compra + Tarifa de pago en cuotas,Valor de compra sin impuestos,Tasa de conversión (moneda en la que recibes los valores),Moneda en la que recibirás los valores,Facturación bruta (sin impuestos),Facturación bruta,Tipo de venta,Faturación neta del Productor(a),Comisión del Afiliado(a),Facturación del(de la) Coproductor(a),Moneda de las tarifas,Tarifa de procesamiento,Tasa de streaming,Otras tarifas,Nombre del Afiliado(a),Canal usado para la venta,Código SRC,Código SCK,Método de pago,Tipo de cobro,Periodicidad,Cantidad total de cuotas,Cantidad de cobros,Fecha de vencimiento (vouchers),Código del cupón,Período de prueba (trial),Cantidad de ítems,Comprador(a),Email del Comprador(a),País,Teléfono,Documento,Código postal,Ciudad,C. Autónoma/Dpto./Estado/Prov.,Dirección,Barrio,Número,Apto./piso/casa,Instagram
TRX000167,Cancelada,2025-05-16,Sí,Christina King,PROD835,Left,PRC3024,Respond,0.8365,BRL,77.83,11.2,66.63,1.0536,CLP,75.59,95.76,Marketplace,57.8,2.71,9.72,BRL,11.31,2.93,3.67,Curtis Martin,Redes sociales,SRC-8319,SCK-0130,Tarjeta de crédito,Recurrente,Trimestral,3,6,2025-04-10,CUP-0569,27,2,Andrea Lopez,nlee@example.net,Sweden,385.459.8217x6619,84117309-8,43875,East Loriport,Kentucky,512 Jones Ports Apt. 898,Ross Centers,2657,,
TRX000168,Completada,2023-02-28,Sí,Lauren Giles,PROD737,Everyone,PRC5146,Read,0.8049,BRL,247.17,31.57,215.6,1.1422,CLP,220.06,262.54,Marketplace,209.34,1.18,1.32,BRL,1.57,0.59,0.95,George Green,Web,SRC-5023,SCK-8503,Tarjeta de crédito,Único,Único,1,1,2023-03-30,CUP-9905,28,5,Dr. Linda Salazar,claytimothy@example.org,Faroe Islands,001-201-207-8356x7430,38960870-6,49945,South Jacqueline,Oklahoma,71955 Matthew Centers,Jesse Radial,4557,,@perezjulie
TRX000169,Completada,2024-11-14,Sí,Laura Ritter,PROD211,Administration,PRC7831,Tv,1.1975,USD,42.61,5.63,36.98,1.0688,USD,37.3,45.52,Presencial,31.2,6.03,3.31,EUR,4.69,0.09,0.6,Robin Jones,Redes sociales,SRC-2724,SCK-0559,Tarjeta de crédito,Único,Único,1,1,2024-04-21,CUP-3429,26,5,Matthew Douglas,wrightamy@example.com,Romania,001-353-274-5843x8458,56974132-8,30717,Judyborough,Delaware,203 Santos Motorway Apt. 070,Ramirez Lights,1064,Apto. 19,@margaret10
TRX000170,Completada,2021-10-29,No,Kathleen Roy,PROD841,If,PRC5705,Life,0.9708,EUR,948.59,143.81,804.78,0.9039,EUR,810.9,962.51,Online,803.69,21.89,18.87,BRL,8.52,1.9,2.96,Daniel Lopez,App,SRC-6804,SCK-0850,PayPal,Recurrente,Trimestral,4,1,2025-02-22,CUP-5493,0,4,Glenda Calderon,yglenn@example.net,Vanuatu,001-401-886-4876x9984,73204413-8,39275,Ashleyton,South Carolina,4490 Kurt Shore Suite 427,Smith Branch,1933,,
TRX000171,Completada,2022-10-06,No,Karen Richard,PROD407,Discover,PRC9301,Issue,1.02,CLP,111.64,14.77,96.87,0.8455,EUR,98.99,127.76,Presencial,90.46,20.7,7.63,BRL,11.28,1.85,0.17,Todd Hill,Tienda física,SRC-9851,SCK-7244,PayPal,Recurrente,Trimestral,11,8,2022-05-24,CUP-7232,25,1,Luke Williams,penajack@example.net,Tokelau,295.508.3044x058,51187181-3,27245,Ashleychester,California,2059 Rogers Lodge Suite 749,Ethan Cape,2225,,
TRX000172,Cancelada,2021-11-19,Sí,Kevin Rodriguez,PROD313,Development,PRC6434,System,1.1198,EUR,1374.12,191.67,1182.45,0.8265,USD,1190.8,1388.97,Presencial,1179.46,21.75,9.47,CLP,6.08,1.13,3.21,Mike Harmon,Redes sociales,SRC-9536,SCK-9026,Transferencia,Recurrente,Trimestral,10,2,2024-09-03,CUP-1139,22,3,Laura Kelley,hryan@example.net,South Georgia and the South Sandwich Islands,6975887543,53537513-7,96550,Coxstad,Oklahoma,7937 Hall Views,Sara Gardens,519,Apto. 18,@qcraig
TRX000173,Completada,2021-02-14,Sí,Dustin Edwards,PROD554,Beat,PRC9290,Issue,0.81,BRL,235.19,43.11,192.08,1.162,USD,197.33,241.24,Online,190.33,3.74,0.37,EUR,4.66,0.73,1.05,,App,SRC-6829,SCK-7327,Tarjeta de crédito,Único,Único,1,1,2021-03-27,CUP-1648,21,2,Julie Garcia,bassandrew@example.org,Barbados,(588)666-5268,15599910-1,97330,Stephaniechester,South Dakota,647 Jessica Stream Apt. 209,Craig Motorway,3362,,@lflores
TRX000174,Cancelada,2022-12-22,No,Theresa Davis,PROD123,Finish,PRC6114,Minute,1.0555,USD,14.89,2.88,12.01,0.9284,USD,17.95,28.63,Presencial,11.14,4.67,0.46,EUR,2.9,0.77,1.34,Justin Merritt,App,SRC-9864,SCK-5652,PayPal,Único,Único,1,1,2025-05-11,CUP-0368,0,5,Shawn Edwards,justin14@example.com,Libyan Arab Jamahiriya,432.244.9134x213,90883070-5,27127,Shellyshire,Nevada,274 Jennifer Vista Apt. 767,Miller Dam,9169,,@jessica15
TRX000175,Pendiente,2024-06-12,No,Courtney Jones,PROD151,Close,PRC3131,Movement,0.8116,CLP,2234.3,241.58,1992.72,0.8424,CLP,1995.55,2248.39,Online,1990.27,8.55,73.59,BRL,27.16,8.46,21.39,,Redes sociales,SRC-5478,SCK-1506,PayPal,Recurrente,Anual,5,6,2021-03-19,CUP-8538,22,5,Sherry Johnson,sanchezbrenda@example.org,Peru,547.327.2742,83061789-3,93560,North Robert,Kentucky,935 Moreno Falls Suite 347,Robles Lock,1287,Apto. 49,
TRX000176,Completada,2023-06-03,Sí,Elizabeth Robinson,PROD247,Upon,PRC5227,Watch,1.1651,BRL,505.46,97.16,408.3,0.8733,EUR,412.86,514.83,Presencial,401.46,7.1,4.65,BRL,2.69,0.07,0.23,Donna Montes,App,SRC-5361,SCK-2751,PayPal,Único,Único,1,1,2022-08-29,CUP-6277,19,5,Melissa Johnson,william60@example.net,Sierra Leone,245-666-7664x04735,76392831-9,80553,Davidside,Alaska,1558 Diana Path,Michael Flat,2088,,@maryfoster
TRX000177,Cancelada,2024-01-08,Sí,Christopher Brooks,PROD593,Job,PRC7288,Dinner,0.8264,USD,203.18,33.5,169.68,1.1256,BRL,175.01,219.03,Presencial,165.67,4.13,6.21,EUR,2.95,0.24,1.33,Danielle Smith,Redes sociales,SRC-0818,SCK-6702,Tarjeta de crédito,Único,Único,1,1,2022-09-05,CUP-0330,19,4,Caleb Bowers,vanderson@example.com,Tokelau,411-386-0089,96394568-0,40104,Stephenville,Kentucky,4613 Hoffman Orchard Suite 883,Smith Parks,5331,,
TRX000178,Cancelada,2024-01-25,Sí,Pamela Klein,PROD192,Local,PRC4565,Door,1.1268,CLP,186.83,25.89,160.94,1.1028,USD,167.8,198.8,Presencial,154.98,8.2,3.27,EUR,2.25,0.58,0.39,,Tienda física,SRC-9063,SCK-7579,PayPal,Único,Único,1,1,2021-10-10,CUP-4521,25,3,Christopher Hancock,fwatkins@example.org,Iraq,+1-278-793-0746x452,99604387-8,66012,Susanbury,Massachusetts,788 Samantha Manors Apt. 620,April Crossing,7123,Apto. 46,
TRX000179,Completada,2021-04-06,No,Wesley Williams,PROD212,Language,PRC5623,Mission,1.1463,USD,364.3,54.67,309.63,0.9727,BRL,318.16,381.25,Marketplace,309.01,9.01,9.68,EUR,3.7,0.41,0.87,Robert Freeman,App,SRC-8660,SCK-4164,Efectivo,Único,Único,1,1,2024-03-23,CUP-4859,6,5,Kristy Martin,alexandra39@example.net,Holy See (Vatican City State),494.477.3522x87056,71043318-7,43890,North Colleenburgh,California,835 Sarah Harbor Suite 694,Weber Lodge,6302,Apto. 24,@ann31
TRX000180,Completada,2023-05-24,Sí,Daniel White,PROD757,Organization,PRC7813,Blue,1.1441,BRL,84.2,8.4,75.8,1.0493,BRL,83.01,84.51,Marketplace,70.93,4.37,9.9,BRL,2.98,0.45,0.71,Joseph Newman,Web,SRC-6599,SCK-9497,Efectivo,Único,Único,1,1,2021-10-23,CUP-0331,22,5,Lisa Thomas,ubaxter@example.org,Ukraine,3285767548,86667548-5,70059,New Meganburgh,South Dakota,268 Henry Turnpike Suite 186,Thompson Way,4412,Apto. 27,@melissa56
TRX000181,Pendiente,2021-07-02,No,Yolanda Ayers,PROD629,Idea,PRC2281,House,1.0093,CLP,347.72,59.33,288.39,0.8981,CLP,293.21,349.98,Marketplace,281.49,1.42,7.31,EUR,3.26,0.9,1.07,Paul Smith,Redes sociales,SRC-7583,SCK-0945,Efectivo,Único,Único,1,1,2021-09-15,CUP-5480,23,3,Amanda Hill,ssanders@example.net,El Salvador,209-707-9772x781,09222161-0,58615,West Connorside,Louisiana,905 Hurst Extension,Black Shores,6898,Apto. 23,@qbutler
TRX000182,Cancelada,2023-10-12,Sí,Roger Mason,PROD772,Shoulder,PRC5780,Example,1.1236,CLP,417.07,66.49,350.58,0.9147,CLP,358.43,423.15,Online,347.98,6.29,5.78,CLP,4.33,0.28,0.27,Jeremy Hill,Tienda física,SRC-3862,SCK-0448,Tarjeta de crédito,Único,Único,1,1,2022-05-05,CUP-5791,19,2,Julie Wilson,whitechristopher@example.com,Nauru,+1-202-803-5713x4324,42429563-3,36257,East Tiffany,Kentucky,1759 Bailey Row Suite 209,Moore Port,9696,,
TRX000183,Completada,2021-06-26,Sí,Hannah Cochran,PROD957,Style,PRC9125,Fight,1.1011,BRL,166.32,28.31,138.01,1.1081,USD,146.0,176.02,Marketplace,129.39,3.43,0.84,BRL,3.77,0.17,1.16,,Web,SRC-3588,SCK-4183,PayPal,Recurrente,Mensual,2,1,2021-12-16,CUP-7401,14,4,Lynn Alvarez,xwillis@example.net,Honduras,+1-790-651-5026x75512,27820797-9,75993,Simonfort,Kansas,595 Gregory Hills Apt. 381,Simmons Grove,7803,Apto. 20,
TRX000184,Pendiente,2025-03-14,No,Allen Hunt,PROD794,Win,PRC6172,First,1.1847,CLP,236.47,40.37,196.1,0.8389,EUR,197.55,245.96,Presencial,187.4,0.12,9.27,EUR,2.01,0.27,0.2,,Redes sociales,SRC-9839,SCK-2250,Efectivo,Único,Único,1,1,2026-03-24,CUP-4257,23,2,Joe Hopkins,nicoleturner@example.org,Colombia,936.413.2850,51786376-7,93067,Port Sabrina,Missouri,2654 Carlson Place,Michael Skyway,9646,,
TRX000185,Pendiente,2024-02-18,Sí,Connie Franklin,PROD842,Special,PRC5641,Easy,0.9008,CLP,180.11,16.61,163.5,0.8095,CLP,164.18,180.28,Online,159.39,5.25,6.85,USD,4.78,0.64,1.42,Gerald Morrow,App,SRC-9961,SCK-3273,Efectivo,Único,Único,1,1,2021-07-29,CUP-4615,24,5,Christopher Hernandez,paul70@example.com,Zimbabwe,(422)868-1715x16025,70766046-4,97764,New Lindsaymouth,North Carolina,5851 Tina Place Suite 120,Vaughan Station,3028,,@james97
TRX000186,Pendiente,2022-08-09,No,Andrew Parrish,PROD265,Magazine,PRC2212,Hit,0.9109,CLP,6726.18,1101.42,5624.76,0.9531,EUR,5627.52,6744.63,Online,5620.49,108.41,92.39,EUR,57.6,3.18,10.57,Kyle Wood,App,SRC-6540,SCK-8424,Efectivo,Recurrente,Anual,3,11,2022-11-27,CUP-0754,3,2,Linda Howard,schmidtrandy@example.org,Belize,+1-512-927-6457,01550291-6,67692,West Saraport,Nevada,24161 Ashley Hollow Apt. 059,Lewis Mews,8858,Apto. 50,@julie24
TRX000187,Pendiente,2022-12-09,Sí,James White,PROD768,Feel,PRC1014,Explain,1.1732,BRL,551.96,94.78,457.18,0.9066,EUR,457.91,554.03,Presencial,451.47,2.51,4.46,CLP,2.82,0.94,0.98,Daniel Casey,Web,SRC-2447,SCK-9513,Transferencia,Único,Único,1,1,2021-07-24,CUP-5319,12,4,Michael Wilcox,vwalters@example.net,Iceland,480.855.5572x7738,46091785-1,27705,Kevinmouth,New Hampshire,29929 Cunningham Mall Apt. 487,Nicholas Plain,1986,Apto. 37,@nicholasrush
TRX000188,Pendiente,2021-01-18,Sí,Daniel Rodriguez,PROD280,Figure,PRC1644,Could,1.187,USD,138.89,27.74,111.15,0.9195,BRL,114.8,151.83,Online,102.62,10.2,25.24,EUR,8.07,2.66,2.63,Pamela Joyce,Web,SRC-6865,SCK-3694,Transferencia,Recurrente,Trimestral,1,12,2022-11-10,CUP-5158,7,4,Jenna Trevino,ssherman@example.com,Cayman Islands,(864)808-5721,66309329-9,66477,New Ashleychester,Alaska,329 Cohen Land Apt. 968,Melissa Estates,6370,Apto. 5,@pwood
TRX000189,Pendiente,2021-04-22,Sí,Tammy Morris,PROD858,Finally,PRC4817,Attention,1.1699,CLP,31.2,3.05,28.15,1.0942,BRL,28.58,46.96,Marketplace,26.97,8.07,6.67,CLP,2.62,0.92,0.09,,App,SRC-0397,SCK-7397,Tarjeta de crédito,Recurrente,Mensual,3,11,2025-06-13,CUP-2781,28,3,Sara Wiggins,johnbowen@example.org,Albania,001-206-987-6164x8198,70460568-7,56676,North Dustinview,Wisconsin,256 Thomas Gardens,Clark Court,1595,,
TRX000190,Cancelada,2022-01-30,No,Judy Fletcher,PROD432,Soldier,PRC2979,Election,1.1903,USD,458.34,47.62,410.72,0.9286,USD,418.71,468.28,Online,408.51,8.04,4.26,USD,2.01,0.12,0.28,Grace Norris,Tienda física,SRC-5749,SCK-4902,Transferencia,Único,Único,1,1,2021-10-15,CUP-4035,7,5,Michelle Parker,ashleytorres@example.net,Kazakhstan,+1-442-222-9464x30394,45886792-5,84891,New Melissa,Massachusetts,7287 Timothy Light Apt. 153,Clark Drive,667,,
TRX000191,Pendiente,2021-10-27,No,Rachel Santos,PROD808,Heavy,PRC3079,Moment,0.8825,EUR,20.72,3.06,17.66,1.0092,BRL,19.45,20.85,Online,16.77,6.52,8.87,USD,3.25,0.04,0.36,Thomas Escobar,Web,SRC-8335,SCK-0615,PayPal,Recurrente,Mensual,6,7,2022-12-23,CUP-4888,17,2,Tracy Brown,johnrobles@example.org,Portugal,+1-433-672-0948x4131,03339977-1,70877,West Kristyland,Illinois,71731 Carmen Hills Apt. 961,Waters Fields,3145,,
TRX000192,Pendiente,2023-05-17,No,Nicole Gay,PROD280,Enter,PRC3617,Somebody,1.0681,CLP,283.53,46.06,237.47,0.8216,EUR,238.0,287.69,Presencial,236.34,1.49,8.44,USD,2.46,0.33,1.61,,Web,SRC-6947,SCK-2587,Tarjeta de crédito,Único,Único,1,1,2023-01-28,CUP-4483,29,5,Michael Gordon,wrodriguez@example.org,Libyan Arab Jamahiriya,6583772216,75823133-4,66270,Lukehaven,New Mexico,493 Mario Fields,Floyd Walk,2882,,@chelseamoore
TRX000193,Completada,2025-03-18,Sí,Miss Rachel Chan,PROD433,Exist,PRC4731,Drop,0.8392,BRL,50.77,6.05,44.72,1.148,BRL,50.52,59.67,Online,40.53,7.47,8.98,CLP,2.62,0.48,1.78,Kaitlyn Chase,Redes sociales,SRC-4524,SCK-5557,Transferencia,Único,Único,1,1,2022-07-08,CUP-9660,11,2,Jennifer Schmitt,debbie27@example.com,Andorra,001-533-544-5056x658,98741132-5,95246,Davidshire,New Mexico,673 Benitez Radial,Brown Centers,7500,,
TRX000194,Pendiente,2023-08-18,Sí,Jacob Mclean,PROD402,Bring,PRC3568,Marriage,1.1158,USD,192.89,18.3,174.59,1.0312,USD,177.4,204.26,Online,173.48,4.66,4.18,BRL,4.36,0.49,1.99,,Redes sociales,SRC-2156,SCK-2294,PayPal,Recurrente,Mensual,1,12,2023-11-26,CUP-8173,23,2,Joshua Guerrero,hannah21@example.net,Rwanda,001-655-673-2573x7553,90216667-0,69759,New Nathanielshire,Nevada,587 Andrews Roads,Jessica Port,4061,Apto. 21,
TRX000195,Pendiente,2020-11-22,No,Ashley Moore,PROD590,Must,PRC2605,Throughout,0.981,USD,565.19,107.45,457.74,0.8332,CLP,458.18,573.55,Marketplace,447.83,7.33,5.04,BRL,4.77,0.13,0.59,,Web,SRC-1979,SCK-3164,Tarjeta de crédito,Único,Único,1,1,2023-06-07,CUP-2512,21,3,Gina Rose,zpreston@example.net,French Polynesia,6965003562,95873959-2,25253,East Kyle,Connecticut,902 Blevins Islands,Hebert Shoals,2651,Apto. 46,
TRX000196,Cancelada,2021-06-23,Sí,Jeff Nelson,PROD981,Would,PRC2158,Wide,0.954,EUR,571.27,82.82,488.45,1.0124,EUR,495.48,574.04,Presencial,486.6,8.72,6.27,EUR,3.64,0.61,1.15,Henry Taylor,Web,SRC-7160,SCK-7360,PayPal,Único,Único,1,1,2022-09-29,CUP-6336,16,3,Belinda Costa,martinjason@example.com,Saint Vincent and the Grenadines,+1-355-963-3185x748,00666155-4,09060,Bautistaport,Iowa,670 Blair Islands,Donald Gateway,845,Apto. 8,@anneanderson
TRX000197,Completada,2021-03-18,Sí,Pamela Brown,PROD764,Suffer,PRC8839,Determine,1.095,USD,213.02,23.89,189.13,1.1013,USD,189.8,224.2,Presencial,182.04,2.05,9.81,EUR,4.54,0.5,0.85,Mary Watson,Tienda física,SRC-6262,SCK-2822,PayPal,Único,Único,1,1,2022-11-22,CUP-1207,15,5,Jamie Brooks,christy00@example.com,Antarctica (the territory South of 60 deg S),702.560.8698x2210,16117768-7,18117,West Thomasview,Florida,859 Tim Summit Apt. 238,Linda Divide,8630,Apto. 8,
TRX000198,Pendiente,2021-07-23,Sí,Brandon Powell,PROD182,Very,PRC7400,Possible,1.1592,EUR,1150.21,207.4,942.81,1.1833,CLP,950.9,1169.12,Online,933.4,1.97,26.76,USD,5.23,2.09,2.98,,Web,SRC-1334,SCK-2457,PayPal,Recurrente,Trimestral,7,11,2024-07-13,CUP-8894,29,2,Bonnie Henderson,bethmichael@example.org,San Marino,(903)920-2032x6509,53967379-4,72050,Wilsonview,Tennessee,2457 Alvarado Skyway Suite 841,Simmons Burg,7765,Apto. 23,@codyhester
TRX000199,Pendiente,2024-07-30,No,Micheal Martinez,PROD597,Hand,PRC9686,Food,1.1368,BRL,169.57,16.73,152.84,0.9832,USD,155.16,187.01,Presencial,143.37,6.45,4.12,USD,4.05,0.23,0.74,Juan Ayers,Web,SRC-8268,SCK-3230,Transferencia,Único,Único,1,1,2021-12-02,CUP-5892,9,4,Kerry Williams,amber82@example.com,Cayman Islands,629-232-8963,64686775-2,95075,Aaronview,Virginia,99106 Douglas View Apt. 362,Myers Fields,2726,,
TRX000200,Pendiente,2021-09-03,Sí,Darrell Rush,PROD551,Challenge,PRC5266,Walk,0.9479,USD,596.85,109.98,486.87,1.025,CLP,493.53,610.71,Marketplace,485.34,2.38,0.41,EUR,4.9,0.15,0.9,,Tienda física,SRC-6192,SCK-3724,Tarjeta de crédito,Recurrente,Mensual,1,7,2024-12-07,CUP-0184,24,2,Patricia George,donnaevans@example.org,Mauritius,001-497-921-5406x4176,43811995-3,87652,Copelandchester,Nebraska,144 Bowman Isle,Estrada Glen,7505,,@christopher17
TRX000201,Cancelada,2021-08-24,No,Kevin Wade Jr.,PROD446,Statement,PRC2840,The,1.0927,CLP,4998.24,730.2,4268.04,0.8558,CLP,4277.48,5004.04,Presencial,4258.23,68.85,17.65,CLP,27.69,10.09,10.7,Kristina Monroe,Web,SRC-6986,SCK-0919,Transferencia,Recurrente,Anual,10,9,2024-12-06,CUP-1911,25,3,Cynthia Carpenter,tochoa@example.net,Armenia,(277)798-0660x392,14607455-5,33098,Seanton,Massachusetts,423 Yang Terrace Suite 271,Bell Plain,3207,,
TRX000202,Cancelada,2024-02-17,No,Crystal Poole,PROD507,Blood,PRC3423,Who,1.0864,BRL,4528.92,460.2,4068.72,0.9479,EUR,4070.66,4539.16,Online,4065.54,72.61,113.21,EUR,24.63,3.7,10.69,,App,SRC-1659,SCK-7263,Efectivo,Recurrente,Anual,12,7,2022-05-18,CUP-7557,9,2,Nicole Chung,allen39@example.com,United States of America,684.488.2691x31196,58562614-9,75226,West Yvonnemouth,Arizona,240 Walker Square,John Fork,6945,Apto. 47,@nwong
TRX000203,Pendiente,2021-02-27,Sí,Vincent Mathews,PROD106,Meeting,PRC7708,This,1.0555,EUR,92.07,11.69,80.38,0.9658,BRL,85.63,111.84,Marketplace,77.03,9.33,5.91,USD,1.4,0.83,0.58,Justin Murillo,Tienda física,SRC-3628,SCK-9696,PayPal,Único,Único,1,1,2024-11-08,CUP-5465,17,4,Timothy Young,chase25@example.net,Egypt,+1-592-718-7851,83749079-7,65661,Brownburgh,Alaska,057 Bryce Knoll Apt. 494,Jennifer Overpass,3679,,@ipadilla
TRX000204,Completada,2025-05-11,Sí,Jesse Ryan,PROD222,Represent,PRC5541,Fly,0.9972,CLP,5884.1,858.74,5025.36,1.0396,EUR,5034.29,5897.18,Marketplace,5021.19,59.03,82.54,BRL,36.54,10.42,15.07,Kelly Liu,Web,SRC-6289,SCK-5090,PayPal,Recurrente,Anual,9,12,2024-10-18,CUP-5911,0,3,Kendra Cross,johnguzman@example.org,Syrian Arab Republic,(807)815-1169,67252145-2,93203,Kochfort,Colorado,6335 Matthew Terrace,Alexandria Brooks,2669,,@hendrixbrian
TRX000205,Cancelada,2022-04-18,Sí,Victor Rice,PROD626,Above,PRC4175,General,1.1066,USD,1030.8,114.12,916.68,1.1059,USD,920.88,1036.25,Marketplace,907.56,42.72,34.78,EUR,53.11,9.92,16.44,Alexander Stein,Tienda física,SRC-9512,SCK-3972,Tarjeta de crédito,Recurrente,Anual,9,10,2023-08-08,CUP-5129,26,2,Christopher Alexander,williamolsen@example.com,Antarctica (the territory South of 60 deg S),+1-308-914-4152x982,39295786-7,15755,West Johnberg,Kansas,60507 Melanie Course Suite 899,Sherman Row,212,Apto. 9,@justintaylor
TRX000206,Cancelada,2024-03-31,Sí,Mark Powell,PROD527,Huge,PRC8544,Beautiful,1.1664,CLP,655.72,125.47,530.25,1.1275,CLP,531.8,657.77,Presencial,528.04,5.65,26.91,EUR,5.71,1.09,4.9,,Tienda física,SRC-7071,SCK-5879,Transferencia,Recurrente,Trimestral,12,5,2022-06-01,CUP-7408,23,1,Chelsea Davis,daniellestevenson@example.net,Antarctica (the territory South of 60 deg S),4467358068,03172351-3,65417,New Danielle,Alabama,3140 Donna Village,Joyce Loaf,3644,,
TRX000207,Pendiente,2024-07-24,Sí,Ryan Williams,PROD301,Change,PRC2766,Place,0.8131,CLP,140.71,27.89,112.82,0.9876,EUR,120.45,149.21,Online,111.7,0.19,4.84,CLP,1.86,0.01,0.19,Michael Macias,App,SRC-6943,SCK-4606,Transferencia,Recurrente,Mensual,3,11,2025-01-14,CUP-6437,0,1,Adam Schwartz,dominguezshane@example.net,Portugal,711.412.7128,46484494-1,16151,Carsonborough,Colorado,28077 Daniel Camp Suite 211,Ryan Land,2385,Apto. 48,
TRX000208,Completada,2022-08-15,Sí,Kyle Williams,PROD832,World,PRC4138,Most,1.1857,USD,312.59,46.58,266.01,1.1607,CLP,268.43,327.16,Marketplace,260.31,2.97,17.34,CLP,13.98,2.76,5.11,Chelsea Clark,App,SRC-5090,SCK-2542,Efectivo,Recurrente,Trimestral,11,2,2022-06-08,CUP-3066,26,3,Edgar Brown,courtneyrogers@example.net,Kazakhstan,4717398482,01168809-2,95407,Mitchellberg,Connecticut,60906 Melody Track,Anne Cliffs,6220,,
TRX000209,Cancelada,2020-07-13,Sí,Karen Duncan,PROD184,Imagine,PRC6375,Fear,0.9975,BRL,439.46,56.37,383.09,0.9134,EUR,388.29,448.78,Marketplace,378.13,3.61,2.88,BRL,1.52,0.41,1.97,Jasmine Kent,Web,SRC-3794,SCK-5772,Efectivo,Recurrente,Mensual,11,6,2022-12-14,CUP-5324,0,4,Carrie Coffey,nicole50@example.com,Sri Lanka,820-976-8362x5366,77675556-2,95306,East Jay,Illinois,957 Brooks Inlet,Philip Mountains,1724,Apto. 26,
TRX000210,Pendiente,2020-12-22,Sí,Elizabeth Wall,PROD446,Stage,PRC4281,True,1.038,BRL,79.31,10.89,68.42,0.8491,BRL,78.2,93.21,Marketplace,61.01,8.92,1.69,BRL,1.75,0.71,1.16,Amber Robinson,Redes sociales,SRC-8268,SCK-6270,PayPal,Único,Único,1,1,2024-07-26,CUP-6924,21,5,Miss Patricia Davidson,edwardstewart@example.org,Trinidad and Tobago,001-227-759-9801x1100,15532341-5,82189,Brandymouth,New Mexico,244 Leah Estate Apt. 261,Moore Plaza,6627,Apto. 32,@rgraves
TRX000211,Pendiente,2023-11-18,Sí,Vanessa Beck,PROD283,Choice,PRC7269,Where,1.0418,EUR,81.99,12.12,69.87,0.8611,CLP,79.29,86.61,Online,69.57,7.38,8.3,BRL,4.07,0.2,1.32,Perry Taylor,Tienda física,SRC-6767,SCK-2095,PayPal,Recurrente,Mensual,9,9,2025-02-09,CUP-9927,30,1,Tracy Potts,nicole15@example.org,Christmas Island,(394)762-1354,97099625-4,25669,Tinatown,New York,03447 Morgan Groves Suite 158,David Road,7052,Apto. 8,@navarroandrew
TRX000212,Completada,2022-05-02,No,Jamie Johnson,PROD832,Remember,PRC7374,Expect,0.995,CLP,779.74,74.05,705.69,1.0275,BRL,714.29,790.87,Marketplace,702.66,21.18,14.74,BRL,7.92,2.56,3.04,Gabriela Pratt,Redes sociales,SRC-6652,SCK-5483,Efectivo,Recurrente,Trimestral,10,11,2023-05-16,CUP-4171,24,3,Susan Hensley,johnsondavid@example.org,Ecuador,225-212-9311,59129751-9,16488,Lake Dominicland,Idaho,106 Jason Stravenue,Paul Road,5251,,
TRX000213,Pendiente,2023-01-29,No,Craig Travis,PROD521,Point,PRC6755,Seat,0.8226,USD,484.09,63.99,420.1,0.899,EUR,420.37,498.93,Marketplace,411.19,3.41,0.97,CLP,4.6,0.07,0.61,Dwayne Lowe,Web,SRC-0728,SCK-0123,PayPal,Único,Único,1,1,2021-10-20,CUP-8931,14,4,Angela Lopez,katelyn32@example.com,North Macedonia,001-749-568-4364,80442101-7,45619,New Katelynchester,Colorado,15959 Ashley Stream Suite 757,Porter Track,9307,Apto. 33,@vedwards
TRX000214,Completada,2021-05-20,No,Amanda Gomez,PROD608,Make,PRC9237,Up,1.1246,EUR,287.79,36.99,250.8,0.8667,EUR,254.02,299.2,Presencial,249.82,58.6,82.9,BRL,16.89,7.63,23.38,Thomas Mathis,App,SRC-6777,SCK-2266,PayPal,Recurrente,Anual,5,1,2025-08-06,CUP-2562,18,4,Adrian Moody,edwardshah@example.org,Bhutan,8674245307,48433797-6,57531,South Tanya,Arkansas,15794 Joe Park Apt. 670,Welch Junction,3701,,
TRX000215,Pendiente,2023-08-01,No,Jessica Martinez,PROD543,Carry,PRC9846,Next,0.9253,BRL,342.31,42.3,300.01,0.9609,BRL,305.32,353.64,Marketplace,295.74,3.47,0.77,USD,4.46,0.63,1.03,Nathaniel Roman,Redes sociales,SRC-2597,SCK-1075,Transferencia,Único,Único,1,1,2023-06-12,CUP-3535,30,4,Stephanie Alvarez,angela95@example.net,Congo,(959)239-9337,58162951-8,64849,Morrisonview,California,3425 Thomas Fork Apt. 559,Hoffman Tunnel,4390,Apto. 41,
TRX000216,Pendiente,2021-10-17,Sí,William Jacobs,PROD749,Not,PRC4335,Decision,1.1384,EUR,307.03,41.12,265.91,1.1295,USD,267.41,309.98,Presencial,259.06,3.0,4.35,USD,2.33,0.11,0.38,Maria Rosario,Tienda física,SRC-9914,SCK-0388,Efectivo,Único,Único,1,1,2022-07-11,CUP-6604,17,4,Charles Johnson,dmiller@example.org,Kiribati,+1-968-629-7514x7439,29250105-8,63035,Donaldfurt,Oklahoma,656 Mark Villages,Dawn Islands,6915,,@warebrian
