Código de la transacción;Estatus de la transacción;Fecha de la transacción;Confirmación del pago;Productor(a);Código del producto;Producto;Código del precio;Nombre de este precio;Tasa de conversión (moneda de compra);Moneda de compra;Valor de compra con impuestos;Impuestos locales de compra + Tarifa de pago en cuotas;Valor de compra sin impuestos;Tasa de conversión (moneda en la que recibes los valores);Moneda en la que recibirás los valores;Facturación bruta (sin impuestos);Facturación bruta;Tipo de venta;Faturación neta del Productor(a);Comisión del Afiliado(a);Facturación del(de la) Coproductor(a);Moneda de las tarifas;Tarifa de procesamiento;Tasa de streaming;Otras tarifas;Nombre del Afiliado(a);Canal usado para la venta;Código SRC;Código SCK;Método de pago;Tipo de cobro;Cantidad total de cuotas;Cantidad de cobros;Fecha de vencimiento (vouchers);Código del cupón;Período de prueba (trial);Cantidad de ítems;Comprador(a);Email del Comprador(a);País;Teléfono;Documento;Código postal;Ciudad;C. Autónoma/Dpto./Estado/Prov.;Dirección;Barrio;Número;Apto./piso/casa;Instagram
TRX000167;Completada;23-01-2021;No;Andrew Bailey;PROD841;Real;PRC5705;Voice;0.9708;EUR;240.71;27.97;212.74;0.9039;EUR;21.332.184.587.279.700;24.489.101.960.600.200;Online;2.070.263.292.448.420;9.793.499.457.014.990;5.289.466.231.106.910;BRL;2.84;0.63;0.99;Eduardo Obrien;App;SRC-7111;SCK-4837;PayPal;Único;1;2;28-12-2023;CUP-5374;14;1;Penny Carter;alisonadams@example.net;Mauritius;510.356.9741x32834;52037710-7;4925;Joshuafurt;Maryland;49670 Cruz Cape;Jamie Ferry;3397;Apto. 40;@qpatel
TRX000168;Pendiente;14-12-2021;No;Hannah Johnson;PROD618;Politics;PRC6307;Somebody;11.068;CLP;205.51;31.95;173.56;10.743;EUR;1.736.729.726.797.800;21.826.007.087.176.100;Presencial;1.715.481.286.106.990;28.162.670.325.053.800;7.901.955.028.462.110;CLP;4.24;0.19;1.67;;Redes sociales;SRC-5493;SCK-0596;Efectivo;Único;11;3;06-06-2025;CUP-0186;4;4;Tara Mitchell;ucoleman@example.net;Seychelles;742.867.3204x41384;09454490-1;40726;Maryburgh;New Hampshire;70705 Little Point Apt. 609;Joshua Ridge;8798;Apto. 22;
TRX000169;Completada;09-03-2023;No;Jessica Scott;PROD918;Stop;PRC6793;Fact;0.8265;USD;257.83;44.99;212.84;0.9122;CLP;2.158.334.374.663.930;27.453.211.471.931.200;Presencial;20.559.035.845.650.700;31.550.284.143.669.300;535.885.475.715.387;BRL;3.32;0.84;1.14;Johnny Perez;Web;SRC-2290;SCK-3102;PayPal;Recurrente;12;1;26-03-2024;CUP-7950;13;1;Crystal Lynn;theresa05@example.net;Saint Barthelemy;3935511871;35956164-2;3737;Catherinestad;Michigan;574 Ethan Cape Suite 290;Chelsea Valley;8144;Apto. 16;@william89
TRX000170;Pendiente;28-12-2023;Sí;Jamie Aguilar;PROD918;Realize;PRC8907;She;1.162;USD;538.87;63.01;475.86;0.8761;BRL;47.698.231.272.266.900;5.449.163.659.726.100;Marketplace;46.801.056.016.762.500;7.777.903.914.607.940;9.133.538.461.670.580;EUR;3.99;0.14;1.74;;App;SRC-2611;SCK-3989;Transferencia;Único;8;7;24-04-2024;CUP-6818;3;1;Lisa Hopkins;mstewart@example.net;French Polynesia;9.538.537.513;51588157-9;30693;Hartmanbury;Oregon;369 Catherine Underpass;Peterson Crest;5096;;@ortizwilliam
TRX000171;Completada;03-03-2021;No;Stanley Gonzalez Jr.;PROD305;Long;PRC4154;Administration;0.9146;EUR;49.715.999.999.999.900;51.46;445.7;11.091;CLP;4.531.555.472.517.370;5.124.836.036.984.590;Presencial;44.547.519.738.841.300;7.584.938.206.683.310;6.388.508.520.434.460;USD;1.21;0.11;1.92;;Web;SRC-2164;SCK-8712;Transferencia;Recurrente;9;6;25-02-2025;CUP-6021;4;3;Sean Sellers;zgomez@example.net;Moldova;2.413.559.991;57676472-2;95358;East Paulashire;Pennsylvania;765 Thompson Stravenue Suite 134;Peterson Port;9406;;@ymitchell
TRX000172;Completada;08-01-2022;Sí;Charles Cervantes;PROD536;Simple;PRC7421;Us;0.8716;BRL;357.33;46.83;310.5;10.465;EUR;3.118.007.400.206.470;3.662.029.527.668.240;Presencial;3.057.926.442.099.140;6.754.959.378.425.470;10.592.691.886.126.700;USD;3.71;0.67;1.07;;Redes sociales;SRC-3684;SCK-9951;Transferencia;Único;12;8;20-04-2022;CUP-2144;14;3;Mr. Christopher Crosby;vanessa13@example.net;Fiji;(513)288-2090;70534967-8;17039;Phillipsville;Virginia;6741 Victoria Street;Tanya Unions;7626;;
TRX000173;Pendiente;28-10-2020;No;Monica Murphy;PROD599;Movement;PRC1495;Government;0.8261;CLP;9.927.000.000.000.000;18.85;80.42;0.9406;BRL;8.405.449.345.470.040;10.443.105.531.347.700;Online;7.858.646.928.343.060;9.172.644.217.698.320;33.032.795.629.485.400;EUR;3.96;0.6;0.25;Mark Hunt;Web;SRC-1506;SCK-1853;PayPal;Único;5;9;13-04-2025;CUP-0032;12;5;Shelby Robinson;josephhernandez@example.org;Saint Martin;542.431.8306x1789;06496935-7;70029;West Mary;Maine;6958 Phillips Forges Apt. 467;Wright Manors;6774;;
TRX000174;Pendiente;03-01-2021;Sí;Francis Wilson;PROD277;Same;PRC2276;Information;10.957;BRL;563.98;76.77;487.21;0.8457;BRL;4.953.491.570.489.150;570.794.283.163.583;Presencial;4.813.002.980.095.780;7.843.139.766.171.960;4.353.537.080.229.160;CLP;4.2;0.18;1.91;Patricia Webb;Web;SRC-7963;SCK-0448;Efectivo;Recurrente;8;11;07-06-2022;CUP-6085;1;1;Evan Myers;qcoleman@example.org;Ethiopia;735.404.7639x2831;98006155-8;8819;New Jasonside;Illinois;634 Renee Isle;Lewis Street;3566;;
TRX000175;Pendiente;02-09-2021;No;Ryan Fischer;PROD545;New;PRC6640;Blue;11.961;CLP;389.9;56.07;333.83;10.446;BRL;33.998.572.166.278.400;39.573.006.507.009.000;Online;3.293.584.023.139.120;20.566.168.190.178.800;8.774.253.526.076.500;EUR;0.78;0.9;1.94;Raven Williams;Tienda física;SRC-4403;SCK-3041;Tarjeta de crédito;Recurrente;1;4;05-02-2025;CUP-6624;22;5;Angela Wagner;vsmith@example.net;Netherlands;(219)663-9456;47314976-4;56800;East Tammyside;Louisiana;8836 Victoria Stream Suite 581;Walker Burg;6460;Apto. 41;
TRX000176;Pendiente;01-06-2022;No;Jacob Hart;PROD257;Question;PRC5726;Foreign;1.199;USD;243.5;34.54;208.96;0.8537;CLP;21.069.410.106.263.000;2.477.243.214.938.770;Marketplace;20.756.931.134.311.600;5.554.215.787.693.480;8.433.276.707.267.910;CLP;1.15;0.88;1.32;;App;SRC-5211;SCK-8237;Tarjeta de crédito;Único;11;7;13-01-2024;CUP-1269;28;5;Kelly Franco;briansnyder@example.com;Georgia;001-952-705-9960x4387;35778811-6;92153;South Davidtown;Hawaii;37106 Jackson Unions;Taylor Well;6975;;@sross
TRX000177;Cancelada;06-01-2021;Sí;Michelle Beard MD;PROD829;Future;PRC9220;Possible;0.9077;EUR;266.4;48.58;217.82;0.8134;CLP;22.007.740.918.411.200;2.740.942.943.566.000;Marketplace;2.135.722.814.270.420;0.07429991498131283;4.981.569.636.375.000;BRL;3.67;0.11;0.96;;App;SRC-5922;SCK-4839;PayPal;Recurrente;9;2;02-12-2025;CUP-5894;28;5;Daniel Rivera;frankespinoza@example.com;Algeria;362-227-1043x31875;97921583-5;82921;East Joshuachester;Pennsylvania;9648 Chris Drives Apt. 342;Elliott Crossroad;1450;Apto. 16;
TRX000178;Cancelada;30-05-2024;Sí;Pamela Rivera;PROD580;Sport;PRC8438;Tonight;10.051;BRL;402.38;67.15;335.23;10.296;EUR;3.406.219.721.244.340;41.606.148.038.293.200;Presencial;32.943.371.559.914.200;6.130.391.139.743.790;9.035.852.726.068.060;EUR;4.82;0.8;0.58;Destiny Aguirre;Tienda física;SRC-9732;SCK-0331;PayPal;Único;11;8;20-11-2025;CUP-9222;5;5;Aaron Miller;taylorlindsay@example.com;Papua New Guinea;754.381.3866x6754;93242687-7;91609;Ginaside;Nevada;05756 Christina Wells Apt. 652;James Lake;846;Apto. 43;
TRX000179;Pendiente;21-01-2023;No;Eric Davis;PROD978;Home;PRC5209;Whole;0.8057;CLP;361.1;45.18;315.92;10.415;USD;3.209.759.610.930.720;36.275.020.333.630.100;Marketplace;30.740.554.743.947.300;2.778.487.969.342.690;13.253.876.280.633.900;BRL;2.16;0.18;1.57;Thomas Lawson;App;SRC-0476;SCK-0440;Tarjeta de crédito;Recurrente;2;3;12-02-2026;CUP-0797;29;2;John Golden DDS;johnsonanthony@example.net;Cape Verde;001-622-516-1070x518;90552958-0;87597;Butlerton;California;241 Scott Harbor;Haley Lodge;8126;Apto. 49;
TRX000180;Completada;17-04-2021;Sí;Sara Smith;PROD271;Eye;PRC8602;Option;0.9595;EUR;147.61;21.02;126.59;0.9905;USD;12.869.856.747.461.500;16.036.149.332.989.500;Presencial;11.924.638.889.060.600;3.450.757.194.632.720;6.422.610.973.149.200;BRL;2.64;0.15;1.74;Glenn Carroll;Redes sociales;SRC-1971;SCK-1121;Efectivo;Recurrente;9;11;01-06-2021;CUP-9020;3;5;James Miller;kylebecker@example.org;San Marino;001-624-506-4242x95633;24474175-9;48160;Kelseyhaven;New Hampshire;96289 Victoria Mews;Brewer Springs;5798;Apto. 28;@jared88
TRX000181;Cancelada;29-07-2024;Sí;Ann Ayala;PROD632;Evening;PRC6528;Discover;10.711;USD;157.03;16.16;140.87;0.9253;CLP;1.447.815.376.368.990;17.011.686.563.136.800;Marketplace;13.313.848.984.693.800;7.490.909.117.594.130;7.343.134.557.596.580;CLP;4.24;0.01;0.2;Andre Wilson;Redes sociales;SRC-2727;SCK-9559;PayPal;Único;12;5;02-09-2022;CUP-9051;6;1;Sheila Smith;valvarez@example.net;United Kingdom;925-942-7820;99667345-9;44787;Gregoryport;Arizona;166 Finley Locks;Frank Expressway;389;;@olivia83
TRX000182;Cancelada;08-03-2025;Sí;Brenda Alvarado;PROD484;Story;PRC4027;Arm;11.584;USD;371.62;70.49;301.13;0.9013;BRL;3.071.238.497.571.700;3.759.564.943.490.160;Marketplace;2.999.120.986.875.830;957.795.337.736.436;0.8638637405962357;CLP;3.37;0.92;0.55;Ellen Cannon;Tienda física;SRC-5762;SCK-7023;PayPal;Único;2;5;05-12-2024;CUP-4412;12;4;Dalton Davis;ericpeters@example.com;Albania;825.417.8637x6731;52654696-8;9893;Tracyshire;Alaska;235 Morgan View;Cheryl Terrace;5451;Apto. 4;
TRX000183;Completada;02-06-2022;No;David Porter;PROD323;Another;PRC2740;Development;1.165;EUR;162.89;23.2;139.69;0.8413;CLP;14.897.586.298.232.200;1.727.244.357.281.060;Online;13.358.698.115.046.000;17.844.217.006.477.000;492.057.294.461.358;EUR;4.0;0.02;1.0;;Web;SRC-4615;SCK-6262;Tarjeta de crédito;Recurrente;5;3;02-11-2022;CUP-6704;10;4;Jennifer Martin;marshallchristopher@example.net;Saint Martin;960-225-2986;76604641-9;59518;Kimberlymouth;Ohio;26861 Adam Station Suite 389;Graham Mountain;9415;Apto. 1;@bill77
TRX000184;Pendiente;06-04-2022;Sí;Melissa King;PROD680;Green;PRC9770;Republican;1.174;EUR;251.41;43.49;207.92;0.9334;EUR;208.620.996.856.401;2.676.555.130.793.720;Presencial;20.566.153.158.044.000;38.442.387.397.703.000;6.892.613.084.463.520;CLP;3.35;0.96;0.18;;Tienda física;SRC-4084;SCK-2456;Tarjeta de crédito;Recurrente;5;11;19-10-2020;CUP-5409;5;5;Nicholas Schmidt;fwright@example.net;Bhutan;(927)264-5793;15502916-8;95580;West Saraport;Nevada;24161 Ashley Hollow Apt. 059;Lewis Mews;645;;@julie24
TRX000185;Completada;08-12-2022;Sí;James White;PROD125;Feel;PRC4907;Explain;0.9957;CLP;224.49;23.34;201.15;11.171;EUR;2.060.150.354.210.180;23.826.685.164.798.200;Presencial;19.229.785.845.333.400;43.798.374.932.500.800;1.894.644.956.286.470;BRL;4.85;0.02;0.68;Daniel Casey;Web;SRC-2447;SCK-9513;Efectivo;Único;4;11;28-06-2022;CUP-5319;16;4;Michael Wilcox;vwalters@example.net;Iceland;480.855.5572x7738;46091785-1;27705;Kevinmouth;New Hampshire;29929 Cunningham Mall Apt. 487;Nicholas Plain;8792;;
TRX000186;Completada;01-02-2021;Sí;Sarah Davis;PROD276;Discover;PRC1818;Development;11.619;CLP;31.47;3.4;28.07;0.9825;USD;32.782.196.358.083.100;4.454.663.053.558.210;Marketplace;18.889.809.241.714.100;0.45801693519074815;7.012.968.111.692.840;CLP;4.18;0.11;0.99;;App;SRC-1942;SCK-2686;Tarjeta de crédito;Único;7;6;21-02-2023;CUP-3694;12;3;Jack Garcia;wayne86@example.org;Togo;(477)347-2264x0857;69666309-3;18663;New Ashleychester;Alaska;329 Cohen Land Apt. 968;Melissa Estates;1980;;@pwood
TRX000187;Completada;21-04-2021;No;Tammy Morris;PROD666;Finally;PRC3703;Attention;0.9755;CLP;546.41;63.71;482.7;0.8533;BRL;4.844.344.764.870.030;5.473.217.309.142.770;Online;48.206.778.112.346.300;2.738.933.573.755.380;7.575.500.861.939.360;CLP;4.46;0.08;0.01;;Tienda física;SRC-0397;SCK-7397;Efectivo;Recurrente;12;3;31-08-2025;CUP-2781;4;3;Sara Wiggins;johnbowen@example.org;Albania;001-206-987-6164x8198;70460568-7;56676;North Dustinview;Wisconsin;256 Thomas Gardens;Clark Court;8571;Apto. 29;@dawn17
TRX000188;Pendiente;03-12-2024;No;David Green V;PROD528;Light;PRC1074;Give;10.231;USD;11.499.000.000.000.000;19.46;95.53;0.847;CLP;10.270.198.755.591.200;12.691.543.941.438.200;Marketplace;8.940.950.182.331.360;0.8802119364732242;826.483.598.221.712;EUR;4.38;0.99;1.02;Melissa Carroll;App;SRC-9022;SCK-8403;PayPal;Único;4;2;14-01-2025;CUP-9544;21;4;Brooke Walters;rmarquez@example.com;Cape Verde;001-222-694-6430x3942;58867925-2;77458;Alexandrafurt;New York;727 Smith Circles;Walker Ford;8152;;
TRX000189;Completada;20-07-2021;Sí;Richard Mccormick;PROD858;Rate;PRC1859;Debate;11.699;USD;37.25;6.12;31.13;0.8632;CLP;3.547.671.642.269.050;4.295.129.040.026.510;Presencial;27.787.053.707.777.000;805.153.674.558.398;7.584.080.208.327.440;CLP;0.82;0.24;0.89;;Redes sociales;SRC-5779;SCK-0833;Transferencia;Recurrente;4;2;14-09-2022;CUP-0615;7;1;Denise Nixon;wallerbrian@example.net;Mali;6.346.233.720;13128403-3;32474;Marshallside;Arkansas;137 Scott Mountains Apt. 189;Carmen Hills;3885;Apto. 48;
TRX000190;Pendiente;11-04-2023;Sí;Shannon Rodriguez;PROD496;Various;PRC7119;Level;0.8546;USD;21.982.999.999.999.900;25.82;194.01;10.528;EUR;1.988.540.771.590.420;2.292.498.051.966.860;Online;1.851.051.115.611.290;14.494.127.196.196.500;9.278.871.164.428.700;EUR;1.07;0.69;0.12;Chloe Shaffer;Redes sociales;SRC-9704;SCK-6947;Efectivo;Recurrente;3;6;22-11-2023;CUP-5878;28;3;Matthew Baker;matthewbyrd@example.net;Georgia;+1-871-627-0587x7221;17582313-3;40766;Lukehaven;New Mexico;493 Mario Fields;Floyd Walk;9890;;
TRX000191;Pendiente;21-03-2021;No;Erika Black;PROD114;Matter;PRC8014;Ready;10.945;USD;318.61;37.76;280.85;0.8991;BRL;28.606.768.782.207.400;3.268.439.228.476.540;Marketplace;2.722.280.094.686.400;2.164.426.043.002.370;4.734.889.927.282.110;USD;4.51;0.59;0.3;;Web;SRC-9643;SCK-4745;Efectivo;Único;1;8;11-11-2021;CUP-5557;1;4;Justin Farmer;gillrichard@example.com;Guinea;+1-827-740-3344x5056;88339874-1;10256;East Mark;New Mexico;67349 Brown Centers Suite 485;Mclean Creek;8702;Apto. 26;
TRX000192;Completada;15-10-2022;Sí;Angela Rowland;PROD467;Significant;PRC5846;Job;0.8956;CLP;391.66;40.3;351.36;0.8064;EUR;3.521.909.152.393.400;40.156.570.086.844.400;Online;34.382.921.308.246.000;6.931.598.390.026.850;4.066.180.806.602.080;BRL;4.36;0.75;0.05;Shelly Lawrence;App;SRC-9381;SCK-7359;Efectivo;Único;6;11;24-10-2023;CUP-4884;22;1;Brenda Carrillo;susan57@example.net;Turks and Caicos Islands;6.256.737.553;90216667-0;69759;New Nathanielshire;Nevada;587 Andrews Roads;Jessica Port;1159;Apto. 25;
TRX000193;Cancelada;21-11-2020;No;Ashley Moore;PROD853;Must;PRC1898;Throughout;10.059;EUR;188.4;33.07;155.33;11.552;CLP;16.145.501.237.857.600;20.236.109.967.620.600;Presencial;14.957.770.632.427.300;20.714.642.694.362.800;6.846.651.813.459.320;EUR;2.59;0.04;0.73;;Web;SRC-1979;SCK-3164;Transferencia;Único;6;4;07-07-2023;CUP-2512;3;4;Gina Rose;zpreston@example.net;French Polynesia;6965003562;95873959-2;25253;East Kyle;Connecticut;902 Blevins Islands;Hebert Shoals;9505;;
TRX000194;Pendiente;22-06-2021;No;Jeff Nelson;PROD613;Would;PRC9629;Wide;11.318;BRL;439.52;56.69;382.83;10.839;EUR;3.878.656.597.215.100;4.574.786.607.616.180;Presencial;3.786.007.087.489.100;0.5445999699361004;37.281.377.870.758.300;EUR;4.1;0.95;1.62;;Web;SRC-3502;SCK-7160;Transferencia;Recurrente;2;2;14-03-2023;CUP-3607;28;2;Craig Wise;davisgregory@example.net;Saint Kitts and Nevis;712.931.7955x63318;48170066-6;13616;Michaelport;California;431 Liu Brook Suite 502;Gregory Branch;4725;;@apriltaylor
TRX000195;Cancelada;11-10-2022;Sí;Kyle Clark;PROD585;Sister;PRC6680;Recent;0.9681;CLP;72.82;7.93;64.89;0.9166;CLP;6.693.256.158.476.230;7.582.996.137.782.820;Online;5.536.895.233.129.880;0.22690268555055848;4.165.366.587.756.170;USD;4.26;0.52;0.67;;Tienda física;SRC-4596;SCK-2622;Efectivo;Recurrente;8;5;26-11-2025;CUP-2251;4;3;Amanda Harris;qgarrett@example.net;Gibraltar;8054070260;21053161-1;62850;Luceroside;New Hampshire;047 Lam Glens;Marcus Plains;2814;;@summer17
TRX000196;Cancelada;22-11-2022;No;Laura Martinez;PROD286;Myself;PRC3873;Carry;11.357;USD;590.29;104.64;485.65;0.8645;CLP;4.891.812.089.535.870;5.912.363.787.299.890;Online;48.109.073.462.812.400;16.636.307.253.413.000;9.241.316.404.997.540;EUR;3.09;0.44;0.74;Brenda Hopkins;Web;SRC-1649;SCK-1334;PayPal;Recurrente;3;6;24-12-2021;CUP-4579;17;2;Laura Stephenson;markbrooks@example.org;Mozambique;001-206-903-2020x3265;75396737-9;34947;Wilsonview;Tennessee;2457 Alvarado Skyway Suite 841;Simmons Burg;8744;;
TRX000197;Cancelada;01-04-2025;No;Darren Ellis;PROD762;Bring;PRC5842;Camera;0.9896;EUR;24.466.000.000.000.000;36.42;208.24;11.878;USD;21.282.040.736.077.800;2.475.676.777.320.780;Marketplace;2.050.378.206.905.680;0.042943058174115256;73.849.498.142.410.400;BRL;2.02;0.11;0.96;Elizabeth Marks;Web;SRC-4768;SCK-1826;PayPal;Único;7;10;01-11-2024;CUP-8323;14;3;Christina Garner;annaschmidt@example.org;South Georgia and the South Sandwich Islands;-3516;28963406-4;51589;Englishmouth;Massachusetts;401 Erickson Skyway;Clark Street;1516;;
TRX000198;Cancelada;29-06-2023;Sí;Amy Jenkins;PROD624;Charge;PRC7462;Medical;0.8778;EUR;12.452.000.000.000.000;18.9;105.62;10.413;CLP;11.329.095.120.831.700;14.014.566.711.540.000;Marketplace;10.366.284.326.564.100;0.8358955039391136;8.494.513.887.573.630;EUR;2.29;0.72;0.86;Pamela Roman;Web;SRC-3626;SCK-6933;PayPal;Recurrente;6;5;23-03-2025;CUP-1342;27;5;Becky Singh;jamiethomas@example.com;Senegal;901-484-8197x37418;15406417-6;77175;Lake Heather;New York;81199 Allen Vista Suite 660;Michelle Harbors;1436;Apto. 14;
TRX000199;Cancelada;21-08-2024;Sí;Summer Bowman;PROD247;Get;PRC4404;Kind;0.9213;EUR;249.2;35.55;213.65;0.8264;BRL;22.093.000.670.450.600;2.524.758.068.748.820;Online;2.046.727.638.912.320;7.286.055.154.832.360;4.141.937.877.205.580;CLP;2.34;0.91;0.83;;App;SRC-4510;SCK-1739;Transferencia;Único;7;5;06-09-2023;CUP-9641;15;1;Samantha Freeman DDS;qobrien@example.com;Armenia;+1-819-219-1135x996;57798066-0;28817;North Crystal;Michigan;6074 Cardenas Key;Beltran Gateway;4948;Apto. 38;@sean05
TRX000200;Completada;20-09-2022;No;Deborah Leon MD;PROD527;Spend;PRC3938;Treat;0.9968;USD;422.33;49.8;372.53;0.8114;EUR;3.740.702.396.964.040;43.815.439.094.818.300;Presencial;36.952.830.592.006.200;6.405.552.091.765.630;6.365.608.310.143.730;CLP;3.2;0.36;0.96;Erica Morales;Tienda física;SRC-5271;SCK-5598;Efectivo;Único;6;9;07-12-2024;CUP-3541;0;3;Ann Sullivan;wfowler@example.com;Cook Islands;675-657-5225x013;88269131-1;93780;Phelpsberg;Virginia;562 Garcia Street Suite 991;Key Mills;2669;;@sanchezeric
TRX000201;Completada;22-05-2025;No;Danny Neal;PROD398;Discuss;PRC9677;Else;10.556;CLP;284.03;48.12;235.91;10.055;USD;23.643.888.328.378.400;2.911.777.093.045.870;Online;2.322.983.655.205.730;6.362.471.350.439.230;9.551.563.587.485.570;USD;2.95;0.87;1.65;;Tienda física;SRC-3732;SCK-0430;PayPal;Recurrente;2;9;11-07-2025;CUP-7768;11;2;Laura Gutierrez;yburton@example.net;Eritrea;001-754-565-5358x512;89218785-1;79680;Lake Michael;Vermont;4907 Crawford Mews;Stephanie Extension;212;Apto. 9;@castroangelica
TRX000202;Cancelada;19-09-2020;Sí;Sean Hernandez;PROD527;Rest;PRC8544;Health;11.664;CLP;285.0;37.4;247.6;11.275;CLP;24.862.417.858.078.100;3.032.157.595.698.570;Presencial;24.605.445.085.291.600;2.211.135.017.244.030;18.841.678.496.529.700;EUR;1.9;0.36;1.63;;Tienda física;SRC-1494;SCK-0976;Transferencia;Recurrente;1;12;12-02-2024;CUP-2637;7;2;Michael Torres;ashleyliu@example.com;Cambodia;001-889-450-9059x11918;33922071-5;12180;South Audreyfurt;Nebraska;725 Cody Knoll Apt. 647;Jack Locks;2333;;@jeremyduke
TRX000203;Pendiente;05-08-2023;Sí;Paul Warren;PROD301;Again;PRC2766;Until;0.8131;CLP;14.070.999.999.999.900;27.89;112.82;0.9876;EUR;12.045.023.687.780.100;14.920.610.145.253.200;Online;11.170.277.805.762.400;0.18806411137374468;4.842.548.948.327.750;CLP;1.86;0.01;0.19;Vicki Brown;App;SRC-5120;SCK-8005;Transferencia;Único;11;6;24-05-2022;CUP-0995;2;2;Tina Lopez;nwhite@example.com;Bhutan;+1-329-659-2728x27090;41529821-7;25818;New Samantha;New Jersey;1815 Michael Garden Suite 360;Brown Neck;4545;Apto. 38;@abbottchristopher
TRX000204;Cancelada;14-09-2023;Sí;Kristine Park;PROD832;Nearly;PRC4138;Indeed;11.857;USD;522.17;93.15;429.02;11.607;CLP;434.069.092.290.568;5.344.291.285.767.880;Marketplace;4.283.366.296.110.220;8.195.865.048.329.060;7.632.440.329.639.930;CLP;4.66;0.92;1.7;Maria Campbell;App;SRC-2734;SCK-6666;Efectivo;Único;3;6;17-05-2021;CUP-0715;13;2;Lisa Torres;kelli08@example.org;Comoros;249-298-2508;46358068-8;23869;Erinton;Indiana;2351 Tyler Ports;Brandon Light;8426;Apto. 15;@rachelwilson
TRX000205;Completada;18-11-2021;Sí;Mary Herman;PROD435;Give;PRC9088;Cost;0.8463;EUR;550.84;58.38;492.46;0.9828;EUR;4.938.191.236.990.550;5.530.463.232.242.650;Marketplace;48.483.726.320.615.000;7.047.309.151.908.100;557.132.122.830.574;BRL;1.52;0.41;1.97;Dr. Jacqueline Monroe;Web;SRC-0229;SCK-3946;Efectivo;Recurrente;3;1;10-10-2024;CUP-4346;15;1;Jennifer Gutierrez;megan37@example.com;Netherlands Antilles;4609723111;12852464-8;38045;Melissaview;Connecticut;3187 David Camp;Mendoza Creek;6495;;@benjaminhughes
TRX000206;Completada;05-11-2020;No;Andrea Graham;PROD305;Hospital;PRC7623;Left;0.8491;BRL;245.02;41.56;203.46;10.901;EUR;21.087.432.159.582.400;26.457.141.709.770.500;Marketplace;19.453.572.369.442.400;16.872.321.117.453.500;36.370.999.347.573.100;EUR;3.9;0.8;1.89;Jessica Hammond;Redes sociales;SRC-8335;SCK-0902;Efectivo;Recurrente;3;8;15-04-2022;CUP-4257;3;3;Mathew Myers;staceywagner@example.org;Colombia;+1-435-770-7139x8482;01168809-2;95407;Mitchellberg;Connecticut;60906 Melody Track;Anne Cliffs;8018;;
TRX000207;Cancelada;12-07-2020;No;Karen Duncan;PROD256;Imagine;PRC5960;Fear;10.488;CLP;84.69;8.73;75.96;11.041;BRL;7.664.228.673.175.980;8.574.704.841.469.410;Presencial;6.917.892.559.329.050;9.720.725.504.986.620;38.263.298.276.501.800;USD;1.82;0.5;1.01;;Web;SRC-9673;SCK-7945;Tarjeta de crédito;Recurrente;2;7;16-12-2025;CUP-7727;10;4;Heather Thomas;sylviaprice@example.com;Turkmenistan;(550)864-2076;25366677-7;51414;Coxmouth;Texas;83333 Stacy Stream Suite 786;Schneider Forest;7251;;@gthomas
TRX000208;Pendiente;21-02-2023;Sí;Tanner Sosa;PROD682;True;PRC9037;Price;1.064;BRL;34.753.999.999.999.900;64.77;282.77;0.9904;USD;2.898.305.920.377.480;35.360.089.143.227.000;Marketplace;2.778.552.039.135.480;13.448.824.221.238.200;71.572.318.963.021.300;CLP;2.26;0.49;1.94;;Tienda física;SRC-6033;SCK-5826;PayPal;Recurrente;1;1;10-12-2025;CUP-6270;1;2;Jasmin Estrada;tonya92@example.net;Iran;001-732-265-7327;11100051-5;47253;Lake Edward;Indiana;59597 Morgan Extensions Suite 418;Rachel Drive;6004;;
TRX000209;Completada;30-03-2021;No;Thomas Ortiz;PROD706;Or;PRC2391;Old;11.642;CLP;366.01;49.69;316.32;11.476;CLP;3.262.394.552.270.590;374.572.963.805.369;Presencial;3.122.007.039.744.200;0.5644924686282871;2.442.288.864.226.180;USD;0.59;0.33;0.92;;Redes sociales;SRC-7431;SCK-2710;PayPal;Único;12;8;07-12-2021;CUP-6767;0;3;Alejandro Watts;sarah99@example.org;Kiribati;4796551512;62135415-9;65348;New Patriciachester;Hawaii;3848 Tracy Expressway Apt. 344;Ferrell Junction;6189;Apto. 37;@nelsonwanda
TRX000210;Completada;17-09-2023;No;Faith Johnson;PROD472;Try;PRC8143;With;0.8807;CLP;67.92;10.03;57.89;11.362;USD;59.949.083.158.967.400;8.173.727.929.042.440;Presencial;5.292.268.603.214.850;811.457.177.735.149;6.673.875.550.891.410;EUR;0.71;1.0;0.8;Morgan Smith;Web;SRC-6376;SCK-6046;Tarjeta de crédito;Recurrente;5;2;26-11-2022;CUP-8665;25;5;Gregory Green;tracyadams@example.com;Uruguay;+1-515-381-0213x12512;10059129-7;83207;Kristiville;South Carolina;23121 Adam Turnpike;Jason Stravenue;7787;;@hughescolleen
